,post,Intent
160,"how much more can i take? so i have dealt with depression all of my life, im 30. It got worse about 2 1/2 years ago. I was in a lawsuit against my former employer over the fact of what i was dealing with mentally that caused me to get fired. About 4 months ago my bride to be called it off, a week later had another man living with her and her 3 kids. And couple weeks ago received a letter of their marriage cert in the mail addressed to me. I spent a few days in mental ward back in march voluntarily. I have quit taking the meds they prescribed me. I can't function in life on these meds. And without the meds i feel even more lost mentally. I feel stuck in neutral with nowhere to go. I know there is alot i want to accomplish with what life i have left, but don't feel that any of it is necessary at the moment. I had so much and lost all of it so fast. which way is up?",
161,"fibromyalgia makes me turn away from people. i am avoiding a friend. because i have fibromyalgia and i can not hear from one more person how they think i am lying about my symptoms. a friend is supposed to believe what i say and not question me. a friend is supposed to be supportive no matter what. i can not take that risk and call her because what if she says, ""i saw you running and seemed fine to me."" fibromyalgia is weird like that. one moment i can walk and the next i'm too tired or i'm in too much pain. it is the nature of fibromyalgia. and when my friends get angry and testy with me, i don't appreciate the hostility in tone. i am in agony most of the time with this damn fibromyalgia and to opne the door to a friend is dangerous, is risky to me because a friend can hurt you; they can hurt you with an ignorant comment that hits squarely your sore spots. a friend is someone you've shared your weaknesses with and so if that friend decides to turn on you, they can hold up your sore spot and really stick it to you. that is what i am afraid of. and i am too fragile right now to even try, to even take that chance. because she may turn out to be very understanding. but i can not take that chance because then i will be hurt and cry and be upset. no one understands how painful this fibromyalgia is for me. no one understands how angry i am that i feel so terrible all time. no one understands the grief and feelings of loss and sadness over this fibromyalgia, as the fibro has taken away my spontanaety. instead of my friends showing compassion for me and my suffering, the get angry at me and call me a liar instead. i do not need that. i don't understand fibromyalgia either; i don't know why i can walk sometimes and other times i can't. all i know is that i hurt and i feel crappy almost all of the time. i am definitely sensitive about this fibromyalgia. don't anyone question me, i want to yell. i tell you the truth: when i say it hurts, it hurts. i put this in the suicide form because i sincerely believe i will kill myself over this fibromyalgia one day.",
162,"Tired I migrated from the depression forums, now to the suicide forum. I am just flat out tired. You know I've had many days like this, I've been to institutions, forums, & things got better for a second, just to crumble and fall back down which tells me that my life will never get better, so I'm think about just taking my life. The reason why I won't is because I don't want to go to the lower depths.. I might though...I've hit rock bottom today...So, we'll see.. People look at this as a problem, but it's just for people who feel like they can't take it anymore..I mean we were basically forced to live. We didn't ask to be born, selfish or not. It was selfish of a parent to want 6 kids & not think twice about what the kid might want in life, much less give it to them. Don't try to talk me out of it, I just needed to vent. It's pointless & no one will ever get it. I'm done you know.",
163,"Life's a burden I woke this morning wishing i was dead as i do most days because the emotional pain i feel is unbearable. I wish i had something to numb the pain just some relief from my problems that i cannot solve. I don't do drugs although i now understand why ones do, i drink to forget the pain but just feel worse after, and i don't have the guts to take my own life. I exist now only to die- i yearn for death and each day is a burden to me, a hindrance. I stay alive only to shield others from the pain of my suicide, although i do believe that life goes on for those left. Yes there's pain and sorry, but relief for those gone. No-one wants to take their life for no reason, but what other solutions are there when life is too much?",
164,"hurt hurt deeply, and Idk why. I don't know what to say. just feels darker + more sharp/deep than usual. been having more suicidal thoughts the past couple days, as my mood worsens.. I chase the thoughts away immediately, i don't entertain them, don't want to do anything.. but I only feel that way when it's bad + I feel particularly isolated/alone Idk what to do or say though. **sigh**",
165,I'm a piece of ****!  Don't deserve life! I had a depression episode and lost a good friend over it. I hate hate hate hate hate myself. I'm worthless. Why didn't I die instead of my dad? Why am I still alive???? Please Lord put me out of my misery!,
166,"I am being constantly ignored by the pretty ladies I am constantly being ignored by good-looking ladies and this is making me very depressed and suicidal. I get absolutely zero attention from good-looking ladies and this is making me depressed and is making me want to end my miserable life. My misery is even greatly amplified by me being in very big financial trouble and I'm also facing legal problems and persecution which prevents me from finding and keeping a good job. I live in Israel and have always been a target for bullying in this country, ever since I was a little kid.",
167,still ranting.. still sad + there are still no answers I'm so sad.. so much going on.. and I am just sick of it all. I dont' want to do anything. I wanna just lay in my bed and disappear... Screw this screw that.. i don't care about all the stuff I have to do... Yes I'm overwhelmed but it's not that.. it's that I feel alone and I am sick and tired of being sad! I'm sick of these stupid feelings threatening to overwhelm me. I'm sick of this stupid life and everyone having issues... everyone has issues.. why does everyone have to live like this?? Why can't we just disappear?? Why do we have to stay here and deal with all this endless crap until it finally kills us? I'm pissed and I'm sad and I'm tired.. and... I don't know what the hell the difference is bc nothing is going to happen and nothing will... I want to go home... whereever that is... I want to go home... I must have one somewhere... please.. just sleep... why not? why not... Goddamn it I hate the fact that people care. I don't want them to... I don't want them to...,
168,"Sorry about my first post Hello.i posted something on this forum but it has disapeared.I was sent a message telling me to re do my post.but i cant figure out what i said that was so wrong.I was just wanting someone to listen.Im sorry if i said something that i wasnt supposed to.I have been reading a lot of other post and a lot of them talk about killing theirself.I wish someone could have read that post that i posted.I really needed to hear from someone who might know something about what i am experiancing and have experianced all my life.maybe i will call that suicide hotline number,i dont know.All i know is im afraid of living more than i am of dying.",
169,"so far down so i'm sitting here thinking about weather or not to kill my self, my mom bought more clothes today, she has two closet full of clothes, she could wear a different outfit every day for two years and still never wash clothes, the last thing she needs is more clothes, i tryed to tell her, but then she says she is going to kill her self and just leave me ""in the mess"" as she said, so it's her way out why can't it be mine, i don't think she ment it, i just want out i guess i see were that comes from, life is so hard right now i just want to die, why can't i just die, i don't know i'm thinking pretty hard about it, it a big thing i know that's why i'm thinking so much about it",
170,"No will left... I'm sick of life. I don't understand what happened, but slowly over the past few years I've just lost the will to go on. By all accounts I'm a successful person - I have a job, a good family, I'm fit, I'm on my way to a large university for a degree, I already have an associate degree, high grades, but I just don't have any modivation to continue my life. I've lost lust for it. I've always felt lonely, but now I feel like no matter how hard I try, I can't get close to people. I feel isolated, like even though I see people all around me they are so far away. Hell, I don't want to know most people I see - they're bigots, ignorant, and hypocrites. God, I've lost touch with humanity. I want to just die...",
171,"here again i feel like sleeping for ever, my life sucks and i want out so why not why can't i get out some one hit the eject button i want off this ride, i want to die i want death",
172,"Pretty pointless My life is going down the drain. I have absolutely nothing to look forward to so why should i even try? Why even leave my bed and why even continue? All i will ever achieve is a below average life with a below average wife(MAYBE) with a job i will hate. Its all pointless and I keep thinking about suicide more and more. I have even started crying before i go to sleep. A little about me is that I use humor to cover up my depression so no one has any clue how bad this has gotten or that i have ever been depressed. I have no way to share anything because of my ego that i can't get over. If were to commit suicide i would much rather go as a surprise than a ""oh, well that was expected."" I'm suppose to be the happy-go-lucky guy that doesn't worry about anything and takes everything as a joke. Theres just nothing that can make me happy ever. I'm thinking of even not going to college. If things got to bad i could just kill myself and everything would be fixed.",
173,"You know i just want thew fuck out of this world, fuck it, everyone hurts me, i am not allowed to have any friends at all, fuck this fucking world, i am so sick of being a fucking punching bag for everyone and a slave to everyone, were is the fucking eject button i want the fuck out, this world can keep all it's pain and suffering and evilness, i have had enough i don't want any part in this world., fuck it, if i can get out i am going to kick this worlds ass, better let me the fuck out.",
174,"Stressed beyond my limits A few years back I lost my job due to back problems, I have spinal stenosis coupled with 2 bulging disks. That combined with the fact that for the previous 10 years I had been a truck driver so my back was taking a beating while being seated and unmoving for such long periods of time cause the muscles in that area of my back to atrophy. It started slowly I found I was in pain when I had to stand or walk for more than few minutes, but instead of taking time off of work to get it checked I simply reduced how much i stood or walked in order to keep working. This facilitated a nasty cycle where the less I did the more weight I gained, the more weight I gained the more pain I was in so I did less. Eventually I could no longer perform the required tasks for the job and had to leave, I had disability insurance and that kicked in because the doctors stated I could no longer do the job. Doctors that I went to took the approach of pain management and instead focused on my weight, they were sure that i had heart problems, so sure that even when a stress test came back fine they still order a heart cath. The doctor that performed the procedure said that I had the heart of a teenager, nothing wrong. Doctors still could only see my weight when i went to them and ignored my back, they went so far as to order me physical therapy which was a miserable failure, it put me in so much pain that for every day I spent doing it i spent 2 days unable to do much more than sit in pain and not move. By this time i no longer had medical coverage but since i am a veteran the VA covers me for that but their care is more of the same, manage the pain (100mg of Tramadol 4 times per day, 1600mg methocarbamol 4 times per day 30mg meloxicam twice a day). This has gone on over the past 3 years, during this time I lost the relationship that I had been in for the last 10 years including the 2 kids of hers that I considered my own, I lost my license and vehicle because I didnt have the money to keep the vehicle nor the energy/inclination to renew the license, and was forced to move. Through it all I had been being supported by the small monthly check I get from the disability insurance, they also started my disability claim which has been turned down twice because they state that I can still work if I do so seated, they fail to take into account that with exception of a recliner at the house that I have cushions duct taped in the perfect places I can not sit in any other chairs for more than 15-20 min before the pain gets to be bad enough that I need to move. I dont sleep well either, 2-3 hours max at a time before the pain wakes me up and i have to go sit in the recliner, so my days are a constant cycle of sleep until pain is more than i can sleep through then sit up until the exhaustion out weighs the pain. The disability company retained a law firm that specializes in disability claims and they have gotten me a hearing for my appeal. This brings me to now, I live in a house with a roommate, he helps as he can with taking me places when he isnt working, the house is rural so no public transportation is available, I am about a month out from my hearing and stressing out over it cause I fear if it is denied then my source of income will go leaving me homeless and hopeless. Having spent the majority of the past 15 years on the road doing long haul trucking the only friends I have are online ones in far away places and family is not an option for help, all of this has me thinking about an exit strategy to end the pain, suffering and stress.",
175,"Re: confused, showers, thoughts... (((((((((((((((((((((((((((( HUGS )))))))))))))))))))))))))))) im glad you sent the e-mail to your therapist it will help you and im sure she's going to want to talk about it , has anything changed arround you or with you that might be bringing on those thoughts, a trigger of some kind maybe idk, just trying to help understand what your going through, it's awful having those feelings but they pass and you will feel better again, stay strong, you are such a good person, and deserve happiness, it comes to us all in time",
176,"empty I think about killing myself all the time; I lose time at work thinking about it. I know I need help, but I can't talk about it. I only have one friend, and she's great, but I don't want to tell her because I don't want her to blow the whistle. I hate phones - I'm not comfortable with them in any way, so calling a hotline is not something i'll do. I tried emailing the samaritans, but it didn't help; I don't have anything much to say, and I just didn't feel any kind of connection. Ultimately, I found it more frustrating and fake-feeling than anything else... which is not to disparage the people on the other end who are trying to help. They didn't do anything wrong, it's just the consequences of me knowing too much psychology and how to 'deal' with someone who's suicidal. I don't even have any real hope that posting here will help, but I can't seem to stop reaching out. As I said, I think about killing myself all the time. Nothing particularly bad or stressful is going on in my life. There is no trigger. I have clinical depression that goes in cycles, and has as far back as I can remember. I'm never really happy, but I sink into a deep depression about once a month. It's not uncommon for me to contemplate suicide during this time. I've had a plan of one kind or another since I was 16. I don't self-harm though -- i don't feel any relief through pain. The depression has been getting worse though, and this time, even though i'm not in my 'slump' anymore, I still want to die. I just don't see the point of me being alive. I don't contribute anything, I'm not a particularly nice person, I don't have the drive to do anything great. I spend a lot of time complaining and projecting my own inadequacies onto others. I used to enjoy reading, but now I mostly do it because I have nothing else to do. i tried looking for classes or clubs in my area, but there is nothing reachable in my time and budget. I'm extremely lonely; the one friend I mentioned is 2 hours away. I talk to my coworkers at the office, but not as much as most people, and I don't really get to know them. I'm 32, and most people at work are older or younger than me. The ones who are my age aren't interested in making friends because they're busy with their own lives/families. I've tried online dating, but I get either a) creepy people who obviously didn't read my profile and only want a one-night stand, or b) people who seem cool, but then seem too cool, so I can't bring myself to message/ meet them because they'll only be disappointed. i've lost my sex drive, but I really just want someone to hold and love. I haven't changed in all these years, despite knowing I need to and wanting to, so I've realized that at this point, it's clear I never will change. The thought of being alone and unchanging like this for another 30 years brings me to tears. I've started giving things away in preparation. I'm not in any rush, but I don't think I can go another year.",
177,Just about ready to do it. I have been depressed for 30+ years. I tried to find happiness. I gave it my best shot I really can't wait until I die.....NO DAY ON EARTH WILL EVER COMPARE TO THE DAY I DIE.,
178,"My severe Depression Well, since this website is all about rambling on about one's problems, I guess I'll have my say. I'm a clinically depressed person who's phased in and out of sadness for as long as I can remember. I'm depressed and frustrated over my sexuality, appearance, and my future. I guess I can start with the first. when I was thirteen, I was very confused about my sexuality, but I never really cared and ignored the topic until I was fourteen. When I was fourteen, I discovered I was gay and was depressed for it ever since. I used to view it as a horrible thing that I should deserve to die for until around two weeks ago when it just became a bother to me, since it's harder to find a mate, let alone acceptance from people Secondly, my appearance. I was born from an eastern European mother and a UK islander father, although my dad grew up on Kansas city, which makes me the spawn of a redneck oaf. this means that I look subsequently horrid. Don't try to assure me that I'm not ugly, because all of my life I've been told that I'm unattractive, or ugly, that no one would ever sleep with me. The only people who told me that I was attractive were people on the internet who felt a bit sorry for me. My hair is also wretched too. Dead, wavy and curly. The only thing my mother could do to help it was take me to her hair lady, which helped a bit. But honestly, it isn't ever worth the pain that I had to go through for it. It's a waste of time, since I doesn't really even fix anything. I was also born with a bit of a hairy body, mostly on my legs, which I find as ugly as hell. Finally, I have to worry about my pitiful future. what does it hold? probably nothing valuable. I can't think of a future college that I would go to after high school, and I lack so much will that I probably won't even care for high school after a bit. I can't even find living a life of responsibility like that possible, since I'm so unorganized and dependent, I probably wouldn't be able to make it on my own. All of my life, especially now, suicide seems like the only option. all of my problems are either genetic or attached to life, and can't be changed. I've already tried self harm a few times, which were a bit unsuccessful, but sometimes I've been so willing to take my life. To know that if I had to kill myself, that I would totally and completely do it. I wouldn't even care if I died right now at the age of fifteen, at least it would be over with. At least I could be done with myself. I feel like real happiness is something I can't have. I hate myself, and I want to die.",
179,"Undeserving... The last couple of months have been awful. I've been awful. I'm hurting the two people I love most in this world. Let's forget all sexual abuse for a moment. My brother is in so much trouble and I can't be there for him. I should have helped him a long time ago. I was naive and didn't think any of it had an effect on him. Stupid. I can't go back to college because I cut myself and they don't want my kind there. It's not as simple as just stopping. I've tried. Nothing's helped. I've been cutting since I was 10. I can't do it all anymore. I wake up and paint on a mask. Pretending that everything's ok. I try to make it through the day. The nights are the hardest. When I'm completely alone, I scrub off the mask, and the emotions hit me full force in the heart. It's already broken. How small can the pieces shatter? Can they be put back together? I've pushed everyone away. I don't want to be alone, but I want no one near. That's crazy!",
180,"no more for me i am just so upset. i cant go on anymore. i hurt so bad. my parents dont want anything to do with me at all. i keep cutting myself because i dont no how else i can releive my pain. i drink all of the time, and i do drugs. i no that i shouldnt but it makes me feel good even just for the time being. i have tried so hard to get through the days but it is just so hard to do that. i refuse to take my meds. i need help i no that but i want to die also. what should i do. i am on the verge of a major breakdown and dont no what else their is for me to do",
181,"Is there ANY hope for me? Before I start, I shall apologise if this goes on. For my sins I am 42 years old divorced 2 kids. I have been existing with chronic depression since 1999. I used to be an electronics engineer in the royal navy, but was medical released in 2001 ( I won't go into specifics - all I can say is I certainly wouldn't trust my life with the guys I worked with! ) After that I worked in F1, but that didn't work out. My wife was really understanding ( and the day I lost my job she kicked my out of the house - it was only later I discovered she was having an affair with a guy he told her it was ok as long as she converted to his religion of islam !) I then spent every day for the next 5 years looking for jobs - to no joy. I rang Samaritans, and the woman there eventually said to me she would support my decision if I killed myself. You never know you hit rock bottom til the samaritans cannot think of a reason not to commit suicide ! I have sought medical help for the past couple of years, but all it has done is stirred up bad feelings. I am in constant pain. The medication I have to take is only one step down from morphine. The doctors cannot find anything physical wrong with me. My children have both dis-owned me. So basically I am in constant pain, I have no friends, no family, no job, no hope. It is only cowardice that has prevented me from ending it. Even the psychologist I have seen has no answers to my problems. I say all this in the hope that it MIGHT help somebody out there. I pretty much have all the bases covered in terms of reasons to commit suicide. EVERYTHING has been taken away from me. If you feel suicidal - ask yourself this question - have you really hit rock bottom? Have you had as much crap in your life as me? I say I have not hit rock bottom NOT in a positive sense, I just know that I will end up dead in a ditch. ( either by my own hand or by my body giving up ). I haven't told you everything - I probably have completely bored you already. All I want to say is this Whoever you are - whatever you do - you are better than me. You have someone who cares about you (me at the very least for what its worth) I don't have anyone. I feel constant guilt for living when there are more worthy people out there who don't. I am a nothing more than a parasitic drain on the worlds resources. I'm sorry for taking up your time with my inane drivel. I wish you the joy and happiness that I will never receive.",
182,I dont want to do it!!!! Im just sitting here trying to think of a reason not to do it. I already cut my arm and Im trying to keep myself from cutting my wrist.,
183,"7 years later and this is how I feel (rough night)- angry rant-trigger? I never thought that suicide would be the easy way out and I don't think you can quite comprehend the bitter loneliness of that limbo between life and death until you have ""lived"" it. All I remember that day is the numbness. The pain I had been feeling for years had escalated to the point to where I just didn't feel it anymore. I got up, took a shower, drove to 3 different stores so it wouldn't be obvious. I maxed my credit card out buying what I thought would be the last purchases of my life. I don't think I believed that I would do it, until I was sitting there on my bed. I had decided that I really just couldn't take it anymore. I don't care who you talk to or what they say, but no one truly wants to die. I laid down on my pillow and closed my eyes waiting to fall asleep. And as I laid there I began to cry. The finality of what I was doing hit me so hard. I wasn't just ending my life, I was ending my very existence and I felt panic and I felt ashamed. I mean how weak am I that I couldn't even handle just living my life anymore. I had become so weak, I had just given up. Obviously I didn't die because I am sitting here at this very moment, all these years later, writing about something so taboo in my life and yet I still want to die. If god would take me, i would willingly go with him, and these are hard thoughts and feelings to have on a daily basis. So for anyone who wants to spout that people who commit suicide are selfish, I would like to say fuck you! How would you like to live in horrible pain and anguish everyday, feeling like you're a mistake of life, and that the world would be better off if you were dead? But I suppose we're suppose to endure it so loved ones won't be sad or hurt. Well okay, I'll suffer for the next 50 years, sinking deeper and deeper until I am actually one with the scum of the earth and you can go on and live your happy life and be content because you can still be in my company. How is that not fucking selfish?! *guess I am having a hard time tonight and these are just my thoughts for this moment, I hope I didn't offend anyone.",
184,"The Hunter S. Thompson school of thought To quote Thompson's suicide letter: No More Games. No More Bombs. No More Walking. No More Fun. No More Swimming. 67. That is 17 years past 50. 17 more than I needed or wanted. Boring. I am always bitchy. No Fun — for anybody. 67. You are getting Greedy. Act your old age. Relax — This won't hurt. and as a friend of his said: He told me 25 years ago that he would feel real trapped if he didn't know that he could commit suicide at any moment. I don't know if that is brave or stupid or what, but it was inevitable. Unless I'm totally missing Thompson's point, this is pretty much how I feel about life. I don't plan on comitting suicide. Not right now, anyway. But I'm trapped in a life that has nothing to offer me. I don't enjoy anything. I have no hope to ever have real dreams, and even less hope to ever make an effort to achieve them. I just do what is necessary to get by, and enough to keep myself from looking like a total failure. But I've never really been happy with anything I've done. I supplement my dissatisfaction with life with cheap thrills. Not to give myself pleasure, but to feed compulsion. I do things so I don't have to think about how much I hate myself. Killing myself obviously wouldn't make me ""happy."" But, Hell, neither does living.",
185,"I want to kill myself Life is just so AUGHHT)(&*""(*^$. im an absolute BITCH and i fucking hate myself im 17 but ive felt this before the absolute only reason i havent done it when i was young like 14 or so was because i was a chrisitan and i thought suicide meant you were going to hell. not sure what i believe now but ive been delighting in the thought of suicide the past couple of days. i sound so messed up, oh god. this is the kind of weirdo i am. and i fucking hate it. i dont know whether i will or not but i also think if i dont ill feel stupid and cowardly. at least some kind of cry for help or something. DONT say talk to someone! there is no one for me to talk to, i have no family. i live with my dad and hes an idiot. he doesnt care about me. my best friend moved away. too scared to call a helpline. tried to get therapy takes months with NHS and at my school they are very public about it and i cant have anyone see and find out i get therapy.dont question it cant happen. whats the fucking point. i should just die. i cant go on. i seem so happy to everyone around me. im two faced. i would just LOVE to know what theyd think if they found out i killed myself. theyd never ever expect it. theyd realise all that time i wasnt okay. i dont know what to do",
186,HeLp what is the deal why cant i get these thoughts out of my head. I think i need to go and seek some real help. Can anyone out there give me any suggestions. Because i am sinking further and further into the hole,
187,"ppl want too much i feel like one of these days life is gonna kill me, im not even gonna be the cause of it... it's just, the negativity weighs down on me so fucking hard and nobody is there",
188,"I’m so very tired I’m having surgery tomorrow and I’m praying that will be the way I die. I’m praying I just won’t wake up, because until now I’m a coward I try to end this myself but I keep failing. I don’t know what to do anymore I don’t want to live if this is life but I don’t know how to die either. My mind is so tired my body is so tired. What am I suppose to do?",
189,i cant fcking stand htis anymore i wish i wasnt here. i wish i had succeeded before. i feel so fucking pathetic for feeling the need to tell someone.. to ask for help and let them help me. cant fucking take this anymore. highs and drunkenness no longer help... i dont know what i can do to at least make this somewhat better. i cant handle this and i cant handle myself. fuck... i just dont know what to do anymore.. i just dont know what to do anymore..,
190,"just have to go I just have to go. The only problem is that every time i try i fail, then get punished for it. Last time they've put me in the hospital. Can't go through that again. I suffer from too many mental states. Won't mention as there is no point. In fact there is no point at all to live. I don't feel normal anymore. There won't be a cure for me. If i stay then it means suffering more. I'm tired.",
191,"I don't want to deal with this I don't want to live my life feeling like this. I don't want to keep lying to people when they ask me if I'm happy. These feelings don't go away... and I can't even fathom having to deal with this for years and years. Whatever I'm feeling- I can't deal with. People I know... they won't be sad when I die. They're probably gonna be surprised, but not sad, no. I've written hundreds of suicide notes. I've found papers from somewhere around age 8 that just further convince me I don't want to deal with this anymore. I'll just type it for you: I don't like being sad I don't know why I am. A lot of my friends are happy. Why can't I be? I don't like it. (Can't tell what it says right here). I think the world would be better if I was gone. If mom and dad never had me, I think the world would be better. I don't like this. It's sad and I'm scared. I wish I wasn't born because I think my whole family would be better if I wasn't. I'm bad, and I don't know why I'm here. Usually I'd burn the drafts to make sure no one found them. I tried to kill myself three times, but none worked (obviously). My parents never found out. I'm not happy. As much as I feel like a really should want to get better, I don't. As much as I want to go to my parents and say all of this, I don't. This is an issue for me and me alone until I die. Which will, if fate willing, be soon.",
192,"False happiness I hate it when people give me false happiness and hope just so I can have some momentary happiness and gain a temporary will to live. Like my ex, she said she cares, she said she'd help me, then she ignores me completely. Why the fuck do you say that then? You could've ignored me at first, but no, you were selfish, you wanted to make yourself feel better so you said you'd ""always care"". I'm sick of tired of people doing this to me. [edited] It's like anyone cares for a longer period than a few days, weeks or months anyway. After that they suddenly ""don't care"" anymore. They disgust me.",
193,"New here and email from a ""friend"" Hi all, I am new here. I tried to take my life 3 years ago on this very day. I got involved with someone I shouldn't have and he decided, after I destroyed my life to be with him, that he didnt want to be with me. Needless to say it was one of the hardest things I have ever had to deal with. Well this person is back in my life thru mutual club events that we belong to. He is back with his wife and all seems so perfect. These people wanted nothing to do with me and now they are back involving themselves in clubs that I belong to to stay away from them. Anyways, the email. I got this today in response to an email asking for some moral support from this person. I haven't been able to stop crying since I got it. I feel that I am slipping back into that dark hole again, the one where you know you wont feel anymore pain. I am currently on the highest dosage of Effexer that they will prescribe and it works most of the time, but sometimes life gets a bit overwhelming. She did apologize and said that she hoped that I wasn't hurt by this part of her response. But how can you not be? This person has helped me overcome alot of issues over the past 3 years and it seems that when I need her the most she decides that she is tired of it. How does she think that I feel? I'm the lucky one that gets to live it everyday. Anyways here it is... ""I only hope that you can, some day, put it behind you...you really do need to move forward, and find some peace , and, I hope this doesn't offend you, but I find it harder and harder to listen to the same stuff all the time.....I cherish your friendship, and Sunday was so much fun....but so often it seems we just talk about them all the time, and I'm so sorry, but I just get so tired of it...."" What would you do??? :BIGshame:",
194,Is there a reason to live if there is nothing to live for? Serious question. The only thing stopping me is not knowing what happens after death.,
195,"Devil at my door I've been contemplating suicide in a way that seems a bit more serious than normal. I've been feeling as if I'm motivated to act on it, and considering where and when to do it. I don't want to leave a mess, my current landlord has been very generous towards me, and I would hate to leave him with a body in his home or even my stuff. There doesn't seem to be anyway to avoid a mess, though I could pack my things and kill myself in the park. My current options are xxxxx and xxxxx. The last time I did something mischievous I was making xxxxx in my bathroom, a man showed up at my door. He was drunk, claimed Jesus was Lord, and he wanted to give me a blowjob, I turned him away. This is why I titled this ""Devil at my door"". I'm afraid. I'm afraid that if I get anymore serious about this, a real devil will show up at my door.",
196,"It'll Be Better If I Were Dead Honestly, is there any point in living when you KNOW that nobody likes you and wouldn't even care at all in the slightest if you were gone? That's my situation right now. Nobody wants me to stay. If I killed myself tonight, I can guarantee you that tomorrow at school nobody would even think about me when they found out what happened. They would just go back to their lives worrying about what they're going to do this weekend with their friends or whatever. Lately I've seriously been contemplating If I should do it.",
197,"im suicidal and seeking help i feel like shit every day. no one understands this pain. all suicides really about is pain, unbearable pain and the desire for that pain to end.",
198,"Lost desire to live My depression first started back when I was about 11 years old, it began shortly after my mother and I became homeless and ended up moving in with a relative. During the time that I lived with my relative I ended up getting molested by an older cousin, I started to have thoughts of self-hatred and despise for myself. After living with my mom for a for awhile, I finally decided to try living with my father due to how unhappy I was at the time. That ended up being a bigger mistake, my father was never home and I ended up spending a lot of my time alone in my room. After my first year of living with my father I ended up having my first migraine due to stress and anxiety. The doctor at the time told me there was nothing that could be done to help me with the migraines, that I would just have to deal with them as they came. When I hit high school that's when my depression hit me with full force, towards the end of my freshman year my dad finally decided to take me in to see a doctor. The doctor prescribed me anti-depressant. After I ran out of the first prescription I never asked for it to be refilled because it didn't help and all I was doing was sleeping because of it. When I graduated out of High School I ended up reaching out to my mother for the possibility to move back in with her, which she accepted without hesitation. I was still dealing with depression but not on a major scale at the time. Things went extremely south when I hit 21, I had a good group of friends and was living alone in my own apartment. Two of my friends who were dating ended up seperating, and the girl asked me if I could house her boyfriend at my place for a little while till he could find someplace to live since she didn't want him living with her at her place. I agreed, and laid down the ground rules to him; 1. Don't eat my food without asking. 2. Don't bring people over without asking 3. He's here for 3 months and after that he can find someplace else to live. He ignored both rules almost instantly, brought over at least 3 different girls while staying with me then got them drunk and slept with them on my bed, along with eating food that was mine. Towards the end of the third month I was informed that while he was staying with me he was trying to get back together with his ex (the friend who asked if he could stay with me). I was angery with him, and ended up asking him to leave. After he left, I informed his ex that he was sleeping with other girls while staying with me. She got furious with both myself and him, and stated she never wanted to talk to either of us again. I kinda just shrugged at the time and figured that as long as she didn't get back together with him that's all that mattered. About a month later I received a threatening message from the guy who was staying with me, stating he knew what I did and I better watch my back. I didn't pay any mind to it cause I really wasn't afraid of him. Shortly after the message my truck got vandalized, all my windows were bashed in and 'Rapist' was spray-painted along side of my truck. I was extremely confused until I found out when I informed my friend that her ex was sleeping around with other people while trying to get back with her, she decided to spread a rumor saying that I raped her. I lost all hope over everything, I felt like I couldn't trust people anymore, it really felt like she should have just killed me because the accusation that she had made of me nearly did. I ended up hiding in my apartment not talking to anyone for 4-5 months, and throughout that time my thoughts for suicide kept getting stronger and stronger until I finally attempted it. It ended up failing but not without reprecussion. I ended up getting taken away by an ambulance due to the non-stop vomitting and pain I was in, and had a MRI done to ensure I wasn't having an aneurysm due to the amount of pain I was feeling along the back of my head and neck. I never informed any of the medical staff that tended to me that it was a suicide attempt, I had them believe it was a panic/anxiety attack. When I became hospitalized my mother came and picked me up and had me move-in with her til I recovered, which I never really did. After a year or two of living with my mother again, I found a prescription to help me sleep when I had a back injury at my old job. I ended up attempting again. My mother the next morning literally had to shake me awake, my head was completely blurry and I couldn't keep myself from swaying. When I finally tried to stand up I found I had no strength or balance at all and stumbled across the room into the wall. It became apparent that I had done something the night before and my mom carried me to her room where she cared for me throughout the day as I continuously vomitted and blacked out. I haven't attempted suicide again since though it is constantly on my mind, like a voice in the back of my head repeating non-stop from when I am awake till I sleep. Some days it is worse than other, as of recent the thought has gotten a lot stronger and consistant. I tell myself every day I can't do it, at least not yet due to the fact that it would break my mother. Beyond my mother, there is no one else in my life that I honestly care how my death would affect them. I haven't spoken to my father in years, and I don't really have any other relatives that I am in contact with. I've hear people state things like 'Suicide is a permanent solution to a temporary problem', 'Suicide is the cowards way out', etc. and honestly neither of those things change how I feel about it because I have dealt with it so long without relief. I saw another psychiatrist a year back or so, was given two different prescriptions for my depression which neither worked and I ended up stopping my psychiatric sessions because the psychiatrist only seemed interested in giving me meds.",
199,"i look alive im dead inside i cant cope. i really cant. im struggling right now to control myself and not to breakdown for the sake of my sister, whos literally in the other room. i thought i could put things behind me and i thought today i looked decent for once and i thought things just might be okay but its not. im hurt more than anything, feel like my heart has been ripped out once again. i just cant carry on this way, each day is a battle. i constantly have to fight with myself every second of everyday and tell myself to let things go, lock feelings away because it helps no one talking about them, its all in the past. but its not. nothing ever is with me. i cant help how i feel, how is it my fault when i did nothing wrong and its still my feelings that get torn the fuck apart why am i made to feel bad for feeling betrayed and not being able to cope properly with it. theres always someone else, it was never just one person. with all the crap i have to put up with lately this just tops it. just pushes me closer to the fucking edge. i cant stop shaking. apparently all i need is a confidence boost, get out and exercise more, to eat proper stuff... no what i need is to get the fuck off this earth.",
